Sample,firmness,size,scar_diameter,weight,yield,flower_buds,ph,soluble_solids
UFF_192502_P13_WF06,179.5812546,22.13327921,1.98491856,4.254,3,1,3.03,13.2
UFF_192502_P13_WF07,235.0160362,18.82612287,1.45462752,2.826,4,1,4.03,8.9
UFF_192502_P13_WF08,221.1830191,18.92911808,2.21936056,2.818,4,2,3.64,12.4
UFF_192502_P13_WF10,196.2848269,19.59033852,1.83798972,3.334,3,1,3.26,12.9
UFF_192502_P13_WF11,215.2595916,19.85855506,2.39707928,2.934,4,5,3.944,13.4
UFF_192502_P13_WF12,202.9607382,15.02985092,2.40683288,1.618,4,5,4.415,10
UFF_192502_P13_WG01,195.2897532,21.49238863,2.27527612,3.498,3,6,3.858,14.1
UFF_192502_P13_WG02,270.2816271,19.5702946,2.897124,2.786,4,1,4.011,11.9
UFF_192502_P13_WG05,238.5376635,17.80533187,1.48989288,2.41,4,3,3.294,11
UFF_192502_P13_WG06,255.2646006,19.68224027,2.6740866,3.046,4,4,3.815,11
UFF_192502_P13_WG07,216.3591487,20.18524962,1.78308,3.466,4,2,4.121,11.5
UFF_192502_P13_WG08,206.8186239,18.63267649,3.1530544,2.588,4,6,4.188,11.9
UFF_192502_P13_WG10,177.7055669,20.07485458,2.5223724,3.122,3,2,4.336,9.8
UFF_192502_P13_WG11,200.7467745,18.95457556,2.19849192,2.796,4,1,4.716,12.2
UFF_192502_P13_WH01,197.4180843,20.87642943,3.37202272,3.716,3,3,4.777,11.5
UFF_192502_P13_WH02,207.8362431,20.52173538,1.49786848,3.46,4,10,3.31,12.6
UFF_192502_P13_WH03,264.2983285,21.54468816,1.69461688,3.98,3,5,3.1,11.5
UFF_192502_P13_WH04,217.9071428,17.92812483,1.35715756,2.56,3,2,3.4,15.7
UFF_192502_P13_WH05,180.217448,19.8666486,1.8374614,3.234,4,4,3.95,14
UFF_192502_P13_WH06,244.8734898,20.18195396,1.84360312,3.38,3,5,3.16,14
UFF_192502_P13_WH07,195.4994394,16.41144543,2.26778312,1.884,4,9,3.82,14.8
UFF_192502_P13_WH08,208.338802,18.01230305,1.95929504,2.502,4,4,4.52,14.2
UFF_192502_P13_WH09,273.0205,19.51728456,1.4903704,3.034,4,2,3.91,12.7
UFF_192502_P13_WH11,245.9251858,17.20956104,1.67892984,2.426,4,3,3.12,9.5
UFF_192502_P13_WH12,237.9842246,20.03277385,1.8313654,3.506,3,4,3.18,12.4
UFF_192502_P14_WA01,244.0052641,19.30595183,1.93059304,3.328,4,3,3.67,12.5
UFF_192502_P14_WA03,254.0333716,21.09588312,1.7381982,3.526,3,2,3.6,14.2
UFF_192502_P14_WA04,211.7123168,21.76402352,1.33493764,3.734,3,2,4.4,14.6
UFF_192502_P14_WA05,200.6653535,17.92268378,1.54307032,2.36,3,5,3.18,11.1
UFF_192502_P14_WA06,248.2278434,18.74171562,1.653937933,2.913333333,2,2,4.04,8.8
UFF_192502_P14_WA07,202.4762218,16.67450639,2.1570188,1.888,3,3,3.07,13.6
UFF_192502_P14_WA09,224.1270711,19.66578935,2.6576528,2.732,4,2,3.34,13.8
UFF_192502_P14_WA10,251.9514941,16.31209292,1.39593828,1.954,2,2,3.4,9.9
UFF_192502_P14_WA11,249.3633429,15.6981798,1.86262772,1.724,4,6,3.48,11.1
UFF_192502_P14_WA12,232.386193,17.89326975,1.61346896,2.288,3,7,3.89,11.8
UFF_192502_P14_WB01,300.2255021,16.53418959,1.9535902,1.854,3,5,3.29,10.9
UFF_192502_P14_WB02,196.2910401,16.66331177,1.82779924,1.93,3,5,4.716,11.7
UFF_192502_P14_WB03,264.2287627,18.16237888,1.99233028,2.592,4,5,4.078,9.4
UFF_192502_P14_WB05,251.9147283,14.75679958,1.40853668,1.612,3,4,4.871,11.8
UFF_192502_P14_WB06,252.1630332,17.13366721,1.52546812,2.034,2,10,3.369,9.6
UFF_192502_P14_WB07,300.169736,15.4929458,1.63135564,1.802,3,2,4.179,8.2
UFF_192502_P14_WB08,298.9612364,16.75695751,1.4107414,2.076,3,2,3.402,11.6
UFF_192502_P14_WB09,250.3204375,16.86108351,1.47311872,1.948,2,0,4.402,12.1
UFF_192502_P14_WB10,236.9664833,15.16762062,2.19326968,1.44,4,0,4.501,13.5
UFF_192502_P14_WB11,282.1619762,21.70679103,1.45305272,4.08,3,3,3.67,10.9
UFF_192502_P14_WB12,257.1331019,17.12978839,2.1833332,2.18,3,5,3.92,13.1
UFF_192502_P14_WC01,333.7054068,18.00998032,1.7327372,2.268,2,2,3.94,10
UFF_192502_P14_WC02,257.5398523,20.89938838,1.32407152,3.588,3,2,3.29,13
UFF_192502_P14_WC03,254.4220364,18.52578451,1.22751596,2.568,3,7,3.44,12.9
UFF_192502_P14_WC04,206.1842485,16.22104293,1.30552952,2.068,2,5,3.37,14
UFF_192502_P14_WC05,191.8975422,20.56056684,2.19549472,3.45,3,2,2.81,14
UFF_192502_P14_WC06,201.3763363,19.48021347,1.56592524,2.99,3,3,3.28,10.8
UFF_192502_P14_WC08,263.4312167,16.29559846,1.77160428,1.88,3,5,4,14.8
UFF_192502_P14_WC09,211.8487634,22.92214861,2.16458292,4.058,3,6,4.01,11
UFF_192502_P14_WC10,212.2219862,20.0982769,1.45373852,3.426,2,6,4.18,11.1
UFF_192502_P14_WC11,233.8626684,15.86011425,1.48330412,1.84,3,3,4.06,11.3
UFF_192502_P14_WC12,214.3621619,15.45192788,2.08398872,1.684,2,0,4.09,13.2
UFF_192502_P14_WD01,252.3767664,15.41666395,1.32471668,1.69,5,8,3.665,7
UFF_192502_P14_WD02,298.6998527,18.03893883,1.30259328,2.502,4,3,3.889,14
UFF_192502_P14_WD03,155.9230916,19.89865658,2.29838504,3.404,3,3,3.424,13.4
UFF_192502_P14_WD05,284.2845244,13.9280826,1.11236252,1.376,3,1,3.691,14.1
UFF_192502_P14_WD07,264.4299782,20.68106492,2.23572832,3.48,3,4,3.497,14.7
UFF_192502_P14_WD08,294.6477565,17.11571557,1.58390336,2.32,4,4,3.663,12.1
UFF_192502_P14_WD10,238.9510248,21.27705085,1.48784056,3.79,4,3,3.954,14.4
UFF_192502_P14_WD11,279.361322,20.58021672,1.78200812,3.336,3,3,4.09,15.4
UFF_192502_P14_WD12,269.4768712,17.3953162,1.20438672,2.378,5,5,3.346,9.6
UFF_192502_P14_WE01,240.1921192,17.88079176,1.65863524,2.326,3,2,3.785,11.3
UFF_192502_P14_WE02,250.6790391,14.82319173,1.30768852,1.32,3,8,3.288,15
UFF_192502_P14_WE03,282.6086375,15.81214485,1.00668328,1.59,5,2,3.612,10.3
UFF_192502_P14_WE04,209.3975475,19.04516734,2.38021368,3.048,4,6,3.367,10.2
UFF_192502_P14_WE05,242.3384069,17.35577284,1.63086288,2.32,4,10,3.307,9.9
UFF_192502_P14_WE09,206.2373708,18.18241339,2.37684564,2.438,5,8,4.293,12
UFF_192502_P14_WE10,253.8701957,17.30479092,1.44830292,2.168,4,6,3.899,10.6
UFF_192502_P14_WE11,262.3903908,19.30247213,1.92786,3.16,5,6,3.68,9.8
UFF_192502_P14_WE12,196.822862,18.32945144,1.30405124,2.362,5,7,3.75,13.3
UFF_192502_P14_WF02,262.6249666,14.61252356,2.12766656,1.3,3,2,3.906,12.5
UFF_192502_P14_WF03,268.3787297,15.91164423,1.91787272,1.91,3,2,4.156,8.1
UFF_192502_P14_WF04,217.815425,15.82302118,2.0778216,2.034,3,15,3.995,8.8
UFF_192502_P14_WF06,284.0804469,20.50293177,2.64881868,3.318,3,9,3.871,12.2
UFF_192502_P14_WF08,217.3524629,15.96488151,1.73201076,1.722,3,3,3.37,11.5
UFF_192502_P14_WF09,269.3350378,18.67572197,2.49120025,2.365,2,6,4.085,12.7
UFF_192502_P14_WF11,220.7317789,17.15198341,2.17602308,2.182,4,2,3.62,14.3
UFF_192502_P14_WF12,210.6063233,15.09851027,2.42961795,1.525,3,3,3.28,12.3
UFF_192502_P14_WG01,251.7561668,17.06242318,2.4346662,2.264,3,0,3.73,15.6
UFF_192502_P14_WG02,187.0514687,20.62161992,1.99642984,2.908,4,3,3.239,11.3
UFF_192502_P14_WG03,171.0875429,21.27753471,2.37390432,4.036,3,7,3.8,12
UFF_192502_P14_WG04,238.7565521,17.47953642,1.9630263,2.17,2,5,3.66,14.4
UFF_192502_P14_WG05,185.5090282,20.44001892,1.95537328,3.562,2,2,3.09,11.3
UFF_192502_P14_WG06,280.4223058,20.01681377,1.57796484,3.284,3,3,3.41,10.8
UFF_192502_P14_WG07,178.7187424,21.05882641,1.91857376,4.06,3,1,3.5,10.8
UFF_192502_P14_WG08,207.3757319,22.46012669,2.02855576,4.196,3,3,4.28,15.1
UFF_192502_P14_WG09,226.7347116,17.53314714,1.68460928,2.408,3,6,3.74,16.8
UFF_192502_P14_WG10,282.3727138,18.66865166,1.88129672,2.89,4,4,3.354,13
UFF_192502_P14_WG12,184.0811407,20.99200336,2.19363544,3.686,3,3,3.831,10.9
UFF_192502_P14_WH03,201.9736007,18.38394841,2.16310972,2.42,4,5,3.587,11.4
UFF_192502_P14_WH05,202.7037898,19.96492109,0.98571304,3.03,4,4,3.267,12.3
UFF_192502_P14_WH06,185.7546676,17.38361075,2.09848704,2.454,3,4,3.427,10.8
UFF_192502_P14_WH07,218.3968012,17.13529208,1.73779688,2.188,4,5,3.747,10.5
UFF_192502_P14_WH08,220.1457938,19.76858826,2.24600008,3.08,3,3,3.931,12.2
UFF_192502_P14_WH09,202.1136745,16.4528004,1.71117768,1.914,3,4,3.677,12.9
UFF_192502_P14_WH10,148.3776243,13.94943766,1.55546552,1.338,3,3,4.593,11.5
UFF_192502_P14_WH11,200.3667138,18.94708388,1.31777232,2.906,4,5,3.488,12.2
UFF_192502_P14_WH12,138.525665,19.95773882,2.3662894,3.058,4,5,4.561,13.2
UFF_192502_P15_WA01,280.3501037,18.3851939,2.4942292,3.148,3,3,3.587,13.1
UFF_192502_P15_WA03,214.1057209,19.43700034,1.6855694,2.926,2,1,2.983,12
UFF_192502_P15_WA04,241.3566235,18.88813299,1.93109088,2.962,3,1,3.754,10.8
UFF_192502_P15_WA05,220.131285,16.42005337,1.78188112,2.004,3,3,3.421,13.1
UFF_192502_P15_WA07,221.945,20.91962057,2.04564996,3.544,2,3,3.451,12.2
UFF_192502_P15_WA08,214.9875987,21.21778194,2.21172532,3.672,2,1,3.683,10.1
UFF_192502_P15_WA09,269.4638593,20.16873703,2.07003396,3.036,3,2,3.349,10
UFF_192502_P15_WA11,229.4717349,22.47803973,2.26334828,4.306,3,1,3.496,9.3
UFF_192502_P15_WB01,210.4256412,16.59471863,1.5085314,2.03,3,5,3.69,10.2
UFF_192502_P15_WB02,182.7735044,18.76849455,1.41636496,3.192,2,9,4.56,13.6
UFF_192502_P15_WB03,200.1547371,18.97550861,1.67117268,3.01,4,3,4.25,15.6
UFF_192502_P15_WB05,170.3273812,20.29990231,2.68535912,3.462,3,12,3.74,11.7
UFF_192502_P15_WB06,172.8333719,22.54212105,2.12814408,4.242,4,7,4.03,13.3
UFF_192502_P15_WB08,309.0475557,15.47802258,1.207634533,1.61,2,5,3.1,8
UFF_192502_P15_WB10,230.8821726,18.50559906,2.35114592,2.5,5,14,3.93,12
UFF_192502_P15_WB11,184.7811348,19.158935,2.73818604,2.63,3,3,4.98,11.3
UFF_192502_P15_WB12,208.1547804,18.07066701,2.7776932,2.395,3,2,3.74,14
UFF_192502_P15_WC02,353.3018159,17.64625792,1.350137,2.134,2,1,3.34,9
UFF_192502_P15_WC03,345.9338504,18.98989823,1.38927332,2.808,3,5,3.74,11.8
UFF_192502_P15_WC04,238.8451286,15.32712288,1.65211252,1.484,2,1,4.04,13.7
UFF_192502_P15_WC05,199.5880579,16.46489108,1.6120364,1.8325,3,2,4.7,15.1
UFF_192502_P15_WC07,289.4610129,17.25197559,2.55819148,2.044,5,10,3.8,12.9
UFF_192502_P15_WC08,244.8935063,15.68757376,1.60039304,1.592,3,8,3.55,15
UFF_192502_P15_WC09,235.3889848,19.39534934,2.11278724,2.666,4,2,3.47,12.8
UFF_192502_P15_WC10,201.2062395,20.07245428,2.3549356,2.85,3,4,3.78,15.5
UFF_192502_P15_WC11,346.5302499,13.5340495,2.0800314,1.062,2,2,3.2,11
UFF_192502_P15_WD01,288.6528903,16.89623518,1.57298644,2.064,3,4,3.24,10.9
UFF_192502_P15_WD02,283.4222288,18.33234208,1.74253652,2.344,4,7,3.7,10.5
UFF_192502_P15_WD04,240.6280212,20.51684942,1.55480512,3.444,3,5,3.21,12
UFF_192502_P15_WD05,284.5247474,19.13625555,2.35848144,2.912,4,5,3.65,11.5
UFF_192502_P15_WD07,252.3148267,15.41873841,1.68729152,1.638,4,0,4.706,11.4
UFF_192502_P15_WD09,290.3167589,21.48673488,2.32992676,3.904,4,4,3.059,11.2
UFF_192502_P15_WE01,222.4963457,21.27610286,1.94595496,4.058,3,3,3.238,11.9
UFF_192502_P15_WE02,256.4738302,18.72729071,1.74501556,2.718,5,8,4.48,14
UFF_192502_P15_WE03,216.627973,22.86795432,1.53609548,4.518,3,11,3.51,10.7
UFF_192502_P15_WE04,168.5525239,17.63691596,1.89530228,2.448,4,1,NA,NA
UFF_192502_P15_WE05,259.7234878,17.52404091,1.92909444,2.35,4,5,3.07,12.1
UFF_192502_P15_WE07,201.0416252,17.82029303,1.67161972,2.376,4,3,3.624,11.5
UFF_192502_P15_WE09,259.6731663,18.2681843,1.72573696,2.754,3,1,3.255,10.3
UFF_192502_P15_WE10,279.244625,22.61441814,2.1819362,4.59,3,3,3.791,9.5
UFF_192502_P15_WE11,356.5428649,20.04390799,1.90160148,3.19,3,7,3.437,13.2
UFF_192502_P15_WF01,295.6912266,19.54963603,2.1874734,3.39,3,8,3.166,13.4
UFF_192502_P15_WF02,204.8913573,16.2061715,1.93635884,1.982,5,3,3.169,12.6
UFF_192502_P15_WF03,201.9281548,24.01129007,2.97421808,4.598,3,6,4.09,10.9
UFF_192502_P15_WF04,196.0114123,21.34001214,2.37505748,3.44,3,6,3.67,11.7
UFF_192502_P15_WF05,217.2897842,20.13254286,2.24442528,2.956,3,8,4.02,13.2
UFF_192502_P15_WF07,224.1228374,21.00919134,2.38125,2.972,4,2,3.67,12.8
UFF_192502_P15_WF08,207.3039592,20.17507557,1.70577256,3.08,3,5,4.05,13
UFF_192502_P15_WF09,196.1828693,15.69030486,1.76650904,1.828,3,0,3.28,11.4
UFF_192502_P15_WF10,196.5758412,17.05779721,2.53747016,2.064,3,4,3.16,12.9
UFF_192502_P15_WF11,219.9969713,18.04776635,2.14431372,2.35,3,6,4.12,10
UFF_192502_P15_WF12,211.1858538,21.86618335,2.2593046,3.99,3,6,3.06,12.6
UFF_192502_P15_WG01,223.3983228,15.45435665,1.80338476,1.608,3,6,3.55,12.6
UFF_192502_P15_WG02,292.2200613,19.48417915,1.78735228,3.216,3,2,2.78,9
UFF_192502_P15_WG03,249.5517614,22.02421473,2.17618564,3.804,3,1,2.8,10.8
UFF_192502_P15_WG04,196.5369385,20.71002693,2.6674318,3.486,3,5,3.49,11.6
UFF_192502_P15_WG05,213.5932274,23.21454648,2.27663248,4.42,3,2,3.14,11.4
UFF_192502_P15_WG07,267.2640404,18.79011544,2.32586784,2.712,3,2,3.07,11.3
UFF_192502_P15_WG08,285.5422219,19.5221377,2.02674728,2.846,3,3,3.3,9.8
UFF_192502_P15_WG09,254.6611002,21.17770202,2.08570576,3.604,3,3,3.82,12.5
UFF_192502_P15_WG10,230.2136503,20.99512027,3.16693296,3.014,3,0,3.18,14.6
UFF_192502_P15_WG11,209.4453842,18.56538881,2.26647248,3.314,3,4,3.42,13.2
UFF_192502_P15_WG12,204.7522487,20.44025387,2.03679044,3.51,3,4,3.68,10.3
UFF_192502_P15_WH01,268.5184914,22.58972513,2.32581704,4.256,3,5,3.18,11.2
UFF_192502_P15_WH02,208.4436523,20.31447743,2.06610204,3.262,4,6,3.306,10.4
UFF_192502_P15_WH03,268.2652436,18.62950781,2.12965792,2.704,3,6,3.446,10.9
UFF_192502_P15_WH04,191.0908176,21.03349043,2.00711308,3.94,2,4,2.983,11
UFF_192502_P15_WH06,249.3145753,17.91381801,2.00042272,2.33,3,2,NA,NA
UFF_192502_P15_WH07,251.5050016,20.45716552,1.85588148,3.374,4,1,2.833,11.9
UFF_192502_P15_WH09,246.2135928,19.17465981,1.40935964,2.86,3,5,3.353,12
UFF_192502_P15_WH10,189.092173,20.09059009,2.18176348,3.402,3,3,3.039,12.1
UFF_192502_P15_WH11,236.9512623,19.38295123,1.74497492,3.334,3,2,3.14,10.9
UFF_192502_P15_WH12,265.2191087,21.40265104,1.53964132,4.002,4,6,4.27,9.4
UFF_192502_P16_WA01,256.5954763,21.12453228,2.03027788,3.468,2,3,3.45,10.2
UFF_192502_P16_WA02,221.9006937,22.71946318,1.70201844,4.824,3,2,3.32,10.3
UFF_192502_P16_WA03,316.6366037,18.36368727,1.39263628,2.664,3,7,3.44,8.9
UFF_192502_P16_WA04,265.4733451,19.8979528,1.2360402,3.01,3,4,4.1,13.2
UFF_192502_P16_WA05,211.9741084,18.75116582,1.36174988,2.662,4,3,2.71,11.7
UFF_192502_P16_WA06,245.1293295,22.46661474,1.65410388,4.046,3,3,3.17,11.4
UFF_192502_P16_WA07,238.0512609,23.24221258,1.37484612,4.536,3,4,3.67,11.4
UFF_192502_P16_WA08,274.2518228,21.13202465,1.30447288,3.442,3,5,3.17,10.4
UFF_192502_P16_WA09,237.8317579,18.03226156,1.5654274,2.332,5,7,3.85,11.4
UFF_192502_P16_WA10,318.2000312,19.81555999,1.21616724,3.166,3,6,3.77,11.2
UFF_192502_P16_WA11,250.4670522,22.74329943,2.20285564,4.384,3,1,3.69,14.3
UFF_192502_P16_WA12,227.7337818,18.01916391,1.63584128,2.398,3,2,NA,NA
UFF_192502_P16_WB01,236.5044532,18.67260173,1.4190218,2.538,3,2,3.47,13.3
UFF_192502_P16_WB03,166.5819717,18.71862291,1.90840868,2.474,1,4,3.54,13
UFF_192502_P16_WB04,223.5547762,20.21752002,2.0399756,3.254,3,1,3.55,10.7
UFF_192502_P16_WB05,221.3831888,17.75396689,1.55071572,2.406,4,1,3.53,14.2
UFF_192502_P16_WB06,176.5442255,20.74676231,3.42774524,3.79,3,2,3.38,13.2
UFF_192502_P16_WB07,154.3435946,17.74919824,1.56784548,2.43,5,5,3.1,12.2
UFF_192502_P16_WB08,220.4075791,16.55308667,1.23090432,1.876,3,3,2.9,11
UFF_192502_P16_WB09,280.0681329,20.17264804,2.27515928,2.94,4,5,4.03,10.5
UFF_192502_P16_WB10,260.0475322,19.67225242,2.26830128,3.162,4,4,3.3,12.6
UFF_192502_P16_WB11,230.2046863,17.50132322,1.121664,2.088,3,1,3.8,11.1
UFF_192502_P16_WB12,253.0913131,17.97605725,2.02555348,2.324,4,7,3.63,12.8
UFF_192502_P16_WC01,328.1052413,14.90671517,1.48152104,1.444,5,7,3.37,12.4
UFF_192502_P16_WC02,270.933041,15.93246758,1.40184124,1.486,4,0,4.07,12.6
UFF_192502_P16_WC03,274.7559333,17.06286692,1.14487452,1.77,4,1,3.4,12.6
UFF_192502_P16_WC04,222.7410892,18.50432248,1.9985736,2.19,4,3,4.23,11.3
UFF_192502_P16_WC05,273.3864241,17.76911115,1.62553904,2.444,3,0,NA,NA
UFF_192502_P16_WC06,260.4111446,16.01049987,1.29277872,1.826,4,1,NA,NA
UFF_192502_P16_WC08,281.9456358,21.86748865,1.68091612,4.02,3,9,3.8,11.6
UFF_192502_P16_WC09,235.9188254,20.70575913,1.39835636,3.716,3,7,3.08,10.9
UFF_192502_P16_WC10,245.9774413,21.94454129,2.20102176,4.248,4,1,3.8,14.5
UFF_192502_P16_WC11,286.2146455,21.2670114,1.60231836,3.582,4,3,4.07,11.7
UFF_192502_P16_WD01,258.120706,13.86064986,1.48524468,1.274,3,1,3.55,12.7
UFF_192502_P16_WD02,223.3031629,21.00041904,2.46526304,3.398,4,4,3.86,11.3
UFF_192502_P16_WD03,201.4565781,17.8160134,1.703197,2.362,4,0,3.88,9.9
UFF_192502_P16_WD04,236.1490891,21.7401006,2.47918224,3.67,4,1,3.45,13.9
UFF_192502_P16_WD06,179.7357268,20.8525575,2.20543628,3.078,3,3,4.43,11.5
UFF_192502_P16_WD08,237.7745278,24.07533456,2.67796772,4.392,3,3,3.68,9.4
UFF_192502_P16_WD09,225.3680342,20.56166751,2.21196408,3.302,3,2,3.33,12.7
UFF_192502_P16_WD10,229.3237825,18.27259699,2.33581956,2.504,4,6,3.51,9.8
UFF_192502_P16_WD11,205.8564557,21.22199166,1.9176238,3.154,3,1,3.92,11.7
UFF_192502_P16_WE01,300.6039712,19.65477696,2.20686376,3.14,3,3,3.19,10.3
UFF_192502_P16_WE02,138.2391406,21.11768573,2.00772268,3.886,2,2,3.117,10.7
UFF_192502_P16_WE03,328.6041788,20.80772016,2.10671664,3.512,3,7,4.032,10.7
UFF_192502_P16_WE04,318.3130673,17.28668685,2.46989092,2.152,5,7,3.244,12.3
UFF_192502_P16_WE05,324.8852256,19.98626224,2.61928864,3.064,3,3,3.91,12.3
UFF_192502_P16_WE07,235.7273792,20.29147104,1.99489568,3.556,3,3,3.653,11.6
UFF_192502_P16_WE08,247.9563485,16.65894605,1.3560552,1.988,3,2,3.219,14.9
UFF_192502_P16_WE09,295.1085212,20.90680205,1.70565064,3.594,4,5,3.905,10
UFF_192502_P16_WE10,312.5627477,20.23481435,1.57555184,2.926,3,2,3.253,10.5
UFF_192502_P16_WE11,290.6376593,17.90205547,1.72248068,2.252,4,6,3.928,9.4
UFF_192502_P16_WE12,234.9134495,19.54724699,1.74822104,3.382,3,2,2.89,12.8
UFF_192502_P16_WF01,309.4196951,21.99406134,1.97917816,3.81,3,2,3.61,12.7
UFF_192502_P16_WF02,246.4033777,23.4581372,2.7723592,4.5,3,6,3.08,11.7
UFF_192502_P16_WF03,257.9919788,21.03352235,2.41015012,3.8,3,5,3.01,12.5
UFF_192502_P16_WF04,232.1279309,21.00835951,2.72027904,3.62,4,3,3.83,14.6
UFF_192502_P16_WF05,249.0654891,21.75105668,2.27466652,3.83,3,0,3.21,16.5
UFF_192502_P16_WF06,224.4301415,21.76506407,3.04167032,3.626,3,5,3.02,8.2
UFF_192502_P16_WF07,223.8453258,21.48327264,1.4052169,3.995,2,5,3.85,13
UFF_192502_P16_WF08,266.1466928,16.84944319,2.04223112,2.042,3,3,2.86,10.1
UFF_192502_P16_WF09,224.1939466,21.07259568,2.17808556,3.284,3,1,2.94,10.3
UFF_192502_P16_WF10,275.3915824,22.88049446,2.20087444,4.648,3,0,NA,NA
UFF_192502_P16_WF11,283.9654495,20.37390063,2.53615444,2.944,1,4,2.958,9.8
UFF_192502_P16_WF12,265.5136444,19.31831217,1.7930368,2.77,3,2,3.593,13.9
UFF_192502_P16_WG01,251.4744602,17.31141516,2.40575084,2.08,4,8,3.667,10.6
UFF_192502_P16_WG02,275.6337816,19.38457673,1.99081136,2.778,3,7,3.526,12.5
UFF_192502_P16_WG03,238.3313039,18.17154223,1.82014876,2.21,3,5,NA,NA
UFF_192502_P16_WG05,244.8109185,19.2215268,2.2101556,3.236,4,3,3.67,14.4
UFF_192502_P16_WG06,252.3604655,20.93229602,1.47529296,4.004,3,1,3.37,11.3
UFF_192502_P16_WG07,398.5321059,21.12098176,1.21855992,4.856,3,4,3.61,13
UFF_192502_P16_WG08,277.9330789,18.18063581,1.52063196,2.628,4,2,2.98,11.6
UFF_192502_P16_WG09,254.8047648,19.88638099,1.9769836,3.302,2,4,3.39,11.9
UFF_192502_P16_WG10,255.7759253,19.14310791,1.27075184,3.094,3,0,4.19,11.4
UFF_192502_P16_WH01,227.6130288,17.70348873,1.44274032,2.502,4,0,3.59,12.6
UFF_192502_P16_WH02,220.928083,21.16047575,1.66308024,3.414,3,3,4.07,13.2
UFF_192502_P16_WH03,193.2370267,21.45554891,1.712976,3.724,4,6,4.06,14.3
UFF_192502_P16_WH04,187.3307342,21.74023581,2.4461724,3.954,4,4,NA,NA
UFF_192502_P16_WH07,257.2701289,18.73143917,1.41082776,2.638,3,3,3.18,11.4
UFF_192502_P16_WH08,197.1038442,17.73980362,0.92817696,2.41,3,4,4.15,14.7
UFF_192502_P16_WH09,182.9702284,20.0100527,1.65377368,3.296,3,1,4.33,14.4
UFF_192502_P16_WH10,140.0762459,22.23870705,2.58563364,4.318,3,10,3.53,14.1
UFF_192502_P16_WH11,221.5240344,19.38639077,1.51738076,2.856,3,4,3.55,13.1
UFF_192502_P16_WH12,230.6761942,21.92220192,1.95877688,4.408,3,4,3.83,12.2
UFF_192502_P17_WA01,267.5681705,19.59285443,1.37411968,3.152,3,2,NA,NA
UFF_192502_P17_WA03,192.39519,18.23772717,2.06815944,2.72,3,6,4,10.4
UFF_192502_P17_WA04,263.0169048,22.66756331,1.68171876,4.304,4,3,3.66,11.1
UFF_192502_P17_WA05,289.3597523,24.28239195,2.17644472,5.338,3,5,3.11,11.8
UFF_192502_P17_WA06,417.3295242,18.62018969,1.00420932,2.66,4,2,3.06,12.2
UFF_192502_P17_WA08,193.8169116,18.3879733,1.54225625,2.72,2,2,3.82,11.9
UFF_192502_P17_WA10,219.6110696,19.74434079,1.14092736,2.928,3,5,3.98,11.9
UFF_192502_P17_WA11,164.1295408,19.65475292,1.57877764,3.162,3,6,3.83,14.5
UFF_192502_P17_WB01,197.017978,19.2434059,1.65052756,2.88,3,3,2.84,12.7
UFF_192502_P17_WB03,169.7457465,18.91937269,1.25389132,2.866,3,9,4.66,14.5
UFF_192502_P17_WB04,178.1163915,19.69197913,2.03415392,2.968,4,2,3.11,12.3
UFF_192502_P17_WB05,191.7807151,18.71371231,1.85847736,2.626,3,2,3.77,15.8
UFF_192502_P17_WB06,188.4118447,18.77742195,2.24557336,2.57,3,3,3.64,13.9
UFF_192502_P17_WB08,232.0198711,13.32657905,1.64761164,1.19,3,5,3.48,14.2
UFF_192502_P17_WB09,250.2150307,18.96537378,1.93099436,2.674,3,2,3.24,12.1
UFF_192502_P17_WB10,222.9689795,18.87429731,1.6947134,2.644,3,3,4.62,13.4
UFF_192502_P17_WB11,257.6068369,17.76245363,1.87295028,2.104,4,4,3.22,11.8
UFF_192502_P17_WB12,200.4695637,16.79824254,1.91075056,2.05,3,6,3.97,13
UFF_192502_P17_WC01,208.7426131,17.73507113,1.43155416,2.33,4,5,4.54,10.9
UFF_192502_P17_WC03,218.4102431,20.80333685,2.46317008,3.348,3,6,4.08,12.8
UFF_192502_P17_WC04,192.5504451,17.61229648,1.99426576,2.068,3,5,3.61,11.9
UFF_192502_P17_WC05,305.2632695,16.61263979,1.57672532,1.96,3,5,2.96,11.9
UFF_192502_P17_WC07,336.1812905,18.70179208,1.48754084,2.55,4,7,3.06,12
UFF_192502_P17_WC08,259.5518384,19.05884554,1.47555204,2.65,4,2,3.29,12.1
UFF_192502_P17_WC09,242.6005087,14.50259383,1.4950694,1.344,3,0,3.25,16.2
UFF_192502_P17_WC10,283.4696664,15.13073786,1.72700188,1.424,2,1,3.16,12.5
UFF_192502_P17_WC11,284.9968298,13.43347001,1.7397222,1.182,3,6,4.16,13.2
UFF_192502_P17_WD01,177.1439186,21.20267097,2.67019532,3.412,3,6,4.08,11.2
UFF_192502_P17_WD02,240.9283378,21.92089319,2.84140656,3.578,3,3,4.19,15.1
UFF_192502_P17_WD03,354.6389164,14.72076395,3.39602572,1.596,3,3,4.02,14.2
UFF_192502_P17_WD04,233.5041752,18.79737681,1.8144236,2.506,3,3,3.94,15
UFF_192502_P17_WD05,245.4297687,20.83809049,1.51481028,3.128,3,9,3.24,12
UFF_192502_P17_WD06,241.058567,19.12527677,1.83414924,3.178,3,0,3.82,15
