Sample,firmness,size,scar_diameter,weight,yield,flower_buds,ph,soluble_solids
UFF_192502_P21_WC09,261.4815311,19.8451635,2.1022818,3.126,3,4,4.151,11.2
UFF_192502_P21_WC10,266.1255649,21.78687056,1.65037516,3.934,3,8,3.08,12.1
UFF_192502_P21_WC11,196.0706478,16.50136069,1.3838682,2.194,4,2,3.26,11
UFF_192502_P21_WD02,263.0533693,18.55853066,1.72186092,2.778,5,6,4.041,14
UFF_192502_P21_WD03,246.2262869,14.12658849,2.0425156,1.292,5,7,3.604,9.9
UFF_192502_P21_WD06,234.6281903,16.98805948,1.41955012,2.182,5,1,3.689,11.4
UFF_192502_P21_WD07,209.4029987,20.92322092,2.2690836,3.358,4,5,3.06,10.2
UFF_192502_P21_WD09,229.2372464,19.66668864,1.0802874,3.182,4,5,3.01,10.6
UFF_192502_P21_WD10,252.9543272,21.90892383,1.50699724,3.894,3,6,3.58,14.2
UFF_192502_P21_WD11,265.5413877,16.36307595,1.70231816,1.852,3,3,3.13,10.3
UFF_192502_P21_WD12,175.7257014,20.98378194,2.12385148,3.216,3,11,4.36,11.7
UFF_192502_P21_WE01,232.5851233,19.19718992,2.20383608,2.934,3,3,3.614,12.4
UFF_192502_P21_WE02,206.9562946,17.74259306,2.43032788,2.214,3,0,3.829,10.7
UFF_192502_P21_WE03,248.3176185,16.75074488,2.20557852,1.91,4,6,3.302,11.9
UFF_192502_P21_WE04,236.5726513,14.96774198,2.25768916,1.5,3,2,3.474,8.4
UFF_192502_P21_WE05,234.6514996,16.20650782,1.88868812,1.662,3,0,3.457,10.7
UFF_192502_P21_WE07,298.0244028,13.46858667,2.12480652,1.466,3,3,3.74,9.5
UFF_192502_P21_WE09,311.0269212,14.00968419,1.12761268,1.178,4,2,4.589,14.1
UFF_192502_P21_WE10,268.9748623,15.32299759,1.89868556,1.628,3,10,4.26,8.9
UFF_192502_P21_WE11,283.9714455,15.35588484,1.23348496,1.802,4,8,3.21,11.2
UFF_192502_P21_WE12,194.605018,18.92046251,2.09042508,2.73,3,0,3.87,12.2
UFF_192502_P21_WF01,220.5764293,16.19808681,2.20364304,1.784,3,7,3.31,12.4
UFF_192502_P21_WF02,246.9612723,14.5403394,2.05429104,1.332,3,8,3.66,12.3
UFF_192502_P21_WF04,350.5640728,17.97414164,2.53847092,2.214,3,2,3.66,10.6
UFF_192502_P21_WF05,240.5656964,18.82990977,2.65265916,2.334,2,2,4.09,8.6
UFF_192502_P21_WF06,249.5529251,16.40423506,1.1553571,1.895,3,3,3.34,12.3
UFF_192502_P21_WF07,206.6551451,17.25456168,2.00578212,2.108,4,7,3.749,10.3
UFF_192502_P21_WF08,282.495933,19.40021451,2.12238844,2.786,3,1,3.506,9.6
UFF_192502_P21_WF09,265.7099735,18.57627043,1.8697448,2.798,3,1,4.21,12.5
UFF_192502_P21_WF10,241.4719687,18.4644977,1.41154404,2.282,4,1,3.21,12
